device,caseName,description,topology,calibrationMode,gammaW,pW,meanW,minW,activeWeakLinkFraction,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9,seed,sourceVersion,sourceRole,sourceFile
AS006,central_lane_g0_03_p0_03,"central-lane topology, \gamma_W=0.03, p_W=0.03",central_lane,conductance,0.03,0.03,0.970836601307189,0.03,0.347222222222222,163.465945432814,0.174465664399109,0.0701251432007175,0.140931414830124,0.405957814387028,0.0481259348583226,382.857690794469,474.987783879965,477.209242487097,473.10383361006,12.8047037273828,118577.119247004,118577.119247004,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,central_lane_g0_03_p0_08,"central-lane topology, \gamma_W=0.03, p_W=0.08",central_lane,conductance,0.03,0.08,0.922230936819171,0.03,0.486111111111111,143.006772603024,0.174469174405953,0.0701258755521909,0.140934166081438,0.405967416781389,0.0481259348583226,334.854189967362,415.417417854456,417.362428385287,413.815090327373,11.2004193988844,103736.170145287,103736.170145287,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,central_lane_g0_003_p0_03,"central-lane topology, \gamma_W=0.003, p_W=0.03",central_lane,conductance,0.003,0.03,0.970024836601307,0.003,0.347222222222222,162.359631387883,0.179608209731977,0.0713105811384974,0.145108286703569,0.419732024745457,0.0481259348583226,3819.37016753716,4726.39525745389,4748.27138873523,4746.94625661148,127.297829180911,1177746.06324284,1177746.06324284,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,central_lane_g0_003_p0_08,"central-lane topology, \gamma_W=0.003, p_W=0.08",central_lane,conductance,0.003,0.08,0.920066230936819,0.003,0.486111111111111,140.603492147641,0.179638200092332,0.0713162446714065,0.145128271518621,0.419819476619473,0.0481259348583226,3307.55610158021,4092.9298212554,4111.87614321241,4111.06341488678,110.238167415455,1019928.46341059,1019928.46341059,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,central_lane_g0_01_p0_03,"central-lane topology, \gamma_W=0.01, p_W=0.03",central_lane,conductance,0.01,0.03,0.970235294117647,0.01,0.347222222222222,162.668710810009,0.1796965227858,0.0713268975510341,0.145165435195094,0.419992215942583,0.0481259348583226,1147.59415586717,1419.93852728386,1426.52318142963,1426.69118336394,38.2527053451974,353996.431482254,353996.431482254,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,central_lane_g0_01_p0_08,"central-lane topology, \gamma_W=0.01, p_W=0.08",central_lane,conductance,0.01,0.08,0.920627450980392,0.01,0.486111111111111,141.295626229393,0.179705054737614,0.0713285108222008,0.145171232991961,0.420016936217293,0.0481259348583226,996.727145414996,1233.24487753266,1238.96607310208,1239.18024093754,33.224920441751,307484.747507264,307484.747507264,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,anisotropic_g0_003_p0_08,"anisotropic weak transparency, \gamma_W=0.003, p_W=0.08",anisotropic,conductance,0.003,0.08,0.920066230936819,0.003,0.0801742919389978,140.603492147641,0.185878670875855,0.180914376985969,0.273648288177284,0.17474873974042,0.051158548407536,0.18013883436755,0.156714044082161,0.236265537102685,0.22435775987032,0.0500682379879921,273.354897425666,267.292332060584,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,anisotropic_g0_01_p0_08,"anisotropic weak transparency, \gamma_W=0.01, p_W=0.08",anisotropic,conductance,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,141.295626229393,0.185966532184347,0.182290042780677,0.273970455564634,0.174448361098249,0.0500338695301387,0.180081130244149,0.158102673814136,0.237701887686495,0.221883494393574,0.0489703059632757,272.486682313268,266.461378769052,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,anisotropic_g0_03_p0_08,"anisotropic weak transparency, \gamma_W=0.03, p_W=0.08",anisotropic,conductance,0.03,0.08,0.922230936819172,0.03,0.0801742919389978,143.006772603024,0.187620383056146,0.187929551285208,0.277455858765368,0.171525041583622,0.0502183091766034,0.180462260039862,0.162153815342709,0.241927888417652,0.215458725644628,0.0474602730699233,270.494690397949,266.515115791819,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
AS006,combined_g0_003_p0_08,"combined physical bottleneck, \gamma_W=0.003, p_W=0.08",combined,conductance,0.003,0.08,0.920066230936819,0.003,0.0801742919389978,140.603492147641,0.19218231050834,0.205397791981589,0.287144663751,0.164534123082659,0.0473429451425395,0.204087188352191,0.227634690702601,0.308748483367117,0.150929388048387,0.0638296701054172,247.379710242778,228.490283035007,1101,v7.4.5,runtime_cleaned_physical_bottleneck_Wij_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_5_files/outputs/v7_4_5_as006_physical_bottleneck_v77_seed_1101/AS006_v7_4_5_physical_bottleneck_scores.csv
