device,replay_class,replay_id,parameter_name,parameter_value,baseline_DeltaS,deltaS_drift,replay_DeltaS,baseline_direction,replay_direction,Z_drift,replay_status,note
AS001,mesh_resolution,mesh_61,grid_size,61,-0.0235825070255738,0.000491803278688525,-0.0230907037468853,structured_direction,structured_direction,0.0122950819672131,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS001,mesh_resolution,mesh_81,grid_size,81,-0.0235825070255738,0.000246913580246914,-0.0233355934453269,structured_direction,structured_direction,0.00617283950617284,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS001,mesh_resolution,mesh_101,grid_size,101,-0.0235825070255738,9.9009900990099e-05,-0.0234834971245837,structured_direction,structured_direction,0.00247524752475247,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS001,mesh_resolution,mesh_121,grid_size,121,-0.0235825070255738,0,-0.0235825070255738,structured_direction,structured_direction,0,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS001,mesh_resolution,mesh_151,grid_size,151,-0.0235825070255738,-9.93377483443709e-05,-0.0236818447739182,structured_direction,structured_direction,-0.00248344370860927,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS002,mesh_resolution,mesh_61,grid_size,61,0.032156854108136,0.000983606557377049,0.0331404606655131,M0star_direction,M0star_direction,0.0245901639344262,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS002,mesh_resolution,mesh_81,grid_size,81,0.032156854108136,0.000493827160493827,0.0326506812686298,M0star_direction,M0star_direction,0.0123456790123457,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS002,mesh_resolution,mesh_101,grid_size,101,0.032156854108136,0.000198019801980198,0.0323548739101162,M0star_direction,M0star_direction,0.00495049504950495,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS002,mesh_resolution,mesh_121,grid_size,121,0.032156854108136,0,0.032156854108136,M0star_direction,M0star_direction,0,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS002,mesh_resolution,mesh_151,grid_size,151,0.032156854108136,-0.000198675496688742,0.0319581786114473,M0star_direction,M0star_direction,-0.00496688741721854,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,mesh_resolution,mesh_61,grid_size,61,0.00501930572189299,0.000491803278688525,0.00551110900058151,near_tie,near_tie,0.0122950819672131,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,mesh_resolution,mesh_81,grid_size,81,0.00501930572189299,0.000246913580246914,0.0052662193021399,near_tie,near_tie,0.00617283950617284,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,mesh_resolution,mesh_101,grid_size,101,0.00501930572189299,9.9009900990099e-05,0.00511831562288309,near_tie,near_tie,0.00247524752475247,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,mesh_resolution,mesh_121,grid_size,121,0.00501930572189299,0,0.00501930572189299,near_tie,near_tie,0,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,mesh_resolution,mesh_151,grid_size,151,0.00501930572189299,-9.93377483443709e-05,0.00491996797354862,near_tie,near_tie,-0.00248344370860927,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,mesh_resolution,mesh_61,grid_size,61,-0.009142548957498,0.00295081967213115,-0.00619172928536685,near_tie,near_tie,0.0737704918032787,completed,Frozen-context replay perturbation; no model refit or relabeling.
