device,caseName,description,topology,linkClass,calibrationMode,alphaGap,alphaPriorPenalty,gammaW,pW,meanW,minW,activeWeakLinkFraction,medianWeakIc_A,medianAllIc_A,medianWeakDelta_meV,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9,seed,sourceVersion,sourceRole,sourceFile
AS006,contact_relaxed_a3_3_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.3, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.3,1,0.05,0.3,0.714793028322441,0.05,0.300217864923747,3.50285349914342e-08,5.82439941897893e-07,0.0420189268416883,87.2899998504155,0.167221222187012,0.127790525097375,0.273298885169576,0.146017282240782,0.0475209339899498,2.2503108478404,3.31236576151214,2.5771191049693,2.70114233455564,0.0528021257990304,1180.58866914682,1141.72762115948,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,central_lane_gap_control,"central-lane topology with same gap-derived links",central_lane,boundary_constriction,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.472222222222222,1.05251367000663e-08,4.27420004718607e-07,0.124622850470499,157.212198070485,0.171641024535648,0.0694871254043196,0.139025334268505,0.397838181956569,0.0481259348583226,1105.20628232429,1376.31954581959,1382.74428069238,1354.26428687893,37.0790159915578,343272.313176926,343272.313176926,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.7, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.7,0,0.05,0.3,0.714793028322441,0.05,0.300217864923747,3.92744180206989e-08,6.53038722734001e-07,0.0471121300952263,87.2899998504155,0.171889420816322,0.136371994625973,0.284307841070041,0.142412055763963,0.0475213178781095,2.231085827146,3.30305434423606,2.54161633238385,2.68125592820073,0.0529762995713133,1186.72871843554,1147.33394405881,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a4_1_g0_05_p0_3,"contact-relaxed SNS links, alpha=4.1, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,4.1,0.999999999999997,0.05,0.3,0.714793028322441,0.05,0.300217864923747,4.35203010499637e-08,7.2363750357011e-07,0.0522053333487643,87.2899998504155,0.176115657271634,0.144606964719767,0.293574375333531,0.139710383556108,0.0475781853595897,2.21442349859185,3.29160469766096,2.51214474716297,2.66486215145554,0.0531817984436485,1192.24825960493,1152.67577331213,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,anisotropic_gap_control,"anisotropic weak-link transparency",anisotropic,anisotropic,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,1.08531343589853e-08,4.30576883239061e-07,0.123083464159848,157.212198070485,0.187028267531294,0.196714890810711,0.259323138771987,0.190044276561845,0.0470556082924783,0.198905147480747,0.169949024031896,0.212494253202041,0.325333225459821,0.046045238443491,301.097966559456,295.143418669755,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_3_g0_1_p0_3,"contact-relaxed SNS links, alpha=3.3, tau=0.1, p=0.3",contact_relaxation,contact_relaxed,conductance,3.3,1,0.1,0.3,0.72980392156863,0.1,0.300217864923747,6.36843859468836e-08,5.29458769254501e-07,0.0420189268416883,96.0248189159838,0.188514210300099,0.174093176459883,0.313591249570325,0.136878102799183,0.0485955597935643,0.981642708598365,1.45882844564051,1.0390401455758,1.26436721332265,0.0506058259403514,693.679638408507,674.415936559027,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_3_g0_05_p0_2,"contact-relaxed SNS links, alpha=3.3, tau=0.05, p=0.2",contact_relaxation,contact_relaxed,conductance,3.3,1,0.05,0.2,0.810000000000002,0.05,0.2,2.47624294085632e-08,5.19411894298744e-07,0.0392859307974335,112.055674405493,0.189063782870854,0.188871999372942,0.287533211892736,0.164538677689745,0.047590447056858,0.287807376529776,0.337787533638557,0.270363953442534,0.45696624276418,0.0569046270306652,369.112787355189,351.953002761706,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,crack_tunnel_a4_1_g0_05_p0_3,"tunnel/crack-like links, alpha=4.1, tau=0.05, p=0.3",tear_lane,crack_tunnel,conductance,4.1,0.999999999999997,0.05,0.3,0.714793028322442,0.05,0.300217864923747,7.78966649470274e-08,5.96687413540944e-07,0.098562833477876,87.2899998504155,0.190255097863092,0.211906971196695,0.255873119064273,0.190148234446303,0.0539052666984077,0.232785830891394,0.211832043307295,0.240161993722379,0.258978727388579,0.208090212899786,239.913900602186,304.662482714192,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_1_p0_3,"contact-relaxed SNS links, alpha=3.7, tau=0.1, p=0.3",contact_relaxation,contact_relaxed,conductance,3.7,0,0.1,0.3,0.72980392156863,0.1,0.300217864923747,7.14037054555968e-08,5.93635589770198e-07,0.0471121300952263,96.0248189159838,0.190924600260753,0.182542662311839,0.31661669835371,0.136646936515318,0.0471924462287861,0.970607966491064,1.43259752787039,1.02732159053877,1.25756086668231,0.0506784377891816,694.546039348047,669.483666938568,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_05_p0_2,"contact-relaxed SNS links, alpha=3.7, tau=0.05, p=0.2",contact_relaxation,contact_relaxed,conductance,3.7,0,0.05,0.2,0.810000000000002,0.05,0.2,2.77639360035406e-08,5.82370911789501e-07,0.044047861803183,112.055674405493,0.191443134107533,0.199059194481817,0.288251129598627,0.164783871203857,0.0477371602534304,0.284544096418707,0.325801322007366,0.268794252216296,0.455720155994402,0.05687902371465,368.473306883115,351.574463270786,202,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv
