device,caseName,description,topology,linkClass,calibrationMode,alphaGap,alphaPriorPenalty,gammaW,pW,meanW,minW,activeWeakLinkFraction,medianWeakIc_A,medianAllIc_A,medianWeakDelta_meV,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9,seed,sourceVersion,sourceRole,sourceFile
AS006,contact_relaxed_a3_3_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.3, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.3,1,0.05,0.3,0.714793028322441,0.05,0.300217864923747,3.45185941260329e-08,5.41879589559284e-07,0.042077334189822,88.9095070764799,0.170478664699729,0.13295474023326,0.28402729181188,0.140257408122253,0.0470690624417799,2.22583246073907,3.3075702004806,2.54067344510617,2.66207025651323,0.0478257536374174,1178.88903717022,1151.23041644785,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,central_lane_gap_control,"central-lane topology with same gap-derived links",central_lane,boundary_constriction,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.472222222222222,1.08341582284106e-08,3.97168554346456e-07,0.125159699099838,161.440616746891,0.171781702277973,0.0695197138507171,0.139133304399561,0.398223663985274,0.0481259348583226,1138.5984993985,1417.76658928275,1424.38278225648,1395.48866421775,38.1952084887065,353598.931852781,353598.931852781,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.7, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.7,0,0.05,0.3,0.714793028322441,0.05,0.300217864923747,3.87026661413097e-08,6.07561964051318e-07,0.0471776171219217,88.9095070764799,0.17543082074606,0.14169917312134,0.29527197740208,0.137340138729963,0.0470537967428681,2.20614185071395,3.29854367370608,2.50399013638733,2.64173637977088,0.0480123664722314,1184.67704805371,1156.40213464253,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a4_1_g0_05_p0_3,"contact-relaxed SNS links, alpha=4.1, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,4.1,0.999999999999997,0.05,0.3,0.714793028322441,0.05,0.300217864923747,4.28867381565864e-08,6.73244338543352e-07,0.0522779000540213,88.9095070764799,0.179828907877715,0.149997489463263,0.304607873103318,0.135286578174504,0.0469750492763765,2.18904312554645,3.28726434494018,2.47349587753566,2.62499201463182,0.0480934788149156,1190.05997324331,1160.64114667968,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_3_g0_1_p0_3,"contact-relaxed SNS links, alpha=3.3, tau=0.1, p=0.3",contact_relaxation,contact_relaxed,conductance,3.3,1,0.1,0.3,0.72980392156863,0.1,0.300217864923747,6.25599319986177e-08,4.91038976710544e-07,0.042077334189822,98.1149144723007,0.191914383817515,0.178811093143722,0.323580194799214,0.133802346227658,0.0472425522606554,0.973246490745378,1.46828007275228,1.02433164688669,1.24737695670148,0.0461508030460414,694.055524130548,677.586412927069,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_3_g0_05_p0_2,"contact-relaxed SNS links, alpha=3.3, tau=0.05, p=0.2",contact_relaxation,contact_relaxed,conductance,3.3,1,0.05,0.2,0.810000000000002,0.05,0.2,2.61496141705339e-08,4.7494625274846e-07,0.0401050861472762,114.240262960253,0.192358440822009,0.197458580514064,0.293146518026847,0.162954490834195,0.0476341035062537,0.3025902259143,0.374660160247774,0.281574332259162,0.476564817597603,0.0498298658731896,376.80725408569,364.242571205343,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,anisotropic_gap_control,"anisotropic weak-link transparency",anisotropic,anisotropic,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,1.12384519239705e-08,3.99111758816726e-07,0.125043366702807,161.440616746891,0.193553068517711,0.220274325474416,0.267376284898037,0.186007848303729,0.0470727081629109,0.206112266776358,0.190326894096028,0.217631095938131,0.329099737589605,0.0480053499070247,302.739450048546,301.141442533191,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_05_p0_2,"combined weak-link classes, alpha=3.3, tau=0.05, p=0.2",combined,boundary_constriction,conductance,3.3,1,0.05,0.2,0.810000000000001,0.05,0.2,6.51512791012116e-08,4.4404649973086e-07,0.109820178140253,114.240262960253,0.194029745764068,0.221760492739453,0.266450110843865,0.183201925585472,0.053098135122282,0.19595928872123,0.227982871689569,0.2716950399123,0.177554296476457,0.0544043814744853,239.805131294944,250.748577693137,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_05_p0_2,"contact-relaxed SNS links, alpha=3.7, tau=0.05, p=0.2",contact_relaxation,contact_relaxed,conductance,3.7,0,0.05,0.2,0.810000000000002,0.05,0.2,2.93192643730228e-08,5.32515495505849e-07,0.0449663087105824,114.240262960253,0.194518829234778,0.20718538380529,0.292898458054237,0.164157796969487,0.0476392145618262,0.298526700258475,0.358608663913155,0.280059577360693,0.475302417736761,0.0497925548270559,375.282837358203,362.803001609107,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_1_p0_3,"combined weak-link classes, alpha=3.3, tau=0.1, p=0.3",combined,boundary_constriction,conductance,3.3,1,0.1,0.3,0.729803921568629,0.1,0.300217864923747,1.25766641856734e-07,4.70534993667568e-07,0.0919050139164634,98.1149144723007,0.194771833977126,0.223128487739745,0.272407756568868,0.177585050215874,0.0520357953805211,0.196944088071411,0.232771321115752,0.281428816753096,0.168238672591243,0.0491503491843322,240.048672767899,246.701083805954,505,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_505/AS006_v7_4_6_gap_weaklink_scores.csv
