device,caseName,description,topology,linkClass,calibrationMode,alphaGap,alphaPriorPenalty,gammaW,pW,meanW,minW,activeWeakLinkFraction,medianWeakIc_A,medianAllIc_A,medianWeakDelta_meV,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9,seed,sourceVersion,sourceRole,sourceFile
AS006,contact_relaxed_a3_3_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.3, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.3,1,0.05,0.3,0.714793028322441,0.05,0.300217864923747,3.66260633492072e-08,5.6419037798118e-07,0.0450519711160754,89.3883986728626,0.166050322805074,0.124548717758658,0.269584724848854,0.14655973748324,0.0507299559271661,2.29362175525377,3.34255628443022,2.6140612447057,2.73028852574271,0.138084656425274,1194.08679773824,1137.48547355747,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.7, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.7,0,0.05,0.3,0.714793028322441,0.05,0.300217864923747,4.10655861794142e-08,6.32577090463747e-07,0.0505128160998421,89.3883986728626,0.170927594852882,0.133098809165289,0.28138277734023,0.142563174528708,0.0509153365928349,2.27346639179233,3.33475722383008,2.57659148967611,2.70922523443677,0.13700808515242,1200.13228036284,1144.14623588587,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,central_lane_gap_control,"central-lane topology with same gap-derived links",central_lane,boundary_constriction,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.472222222222222,1.00752282502019e-08,4.09345438522317e-07,0.122466812711968,161.743041323028,0.171921439627565,0.0695372811319557,0.139235045912139,0.398626121441042,0.0481259348583226,1155.02210832834,1438.03546237326,1444.74427880618,1416.02524470098,38.7410354813773,358657.440168446,358657.440168446,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a4_1_g0_05_p0_3,"contact-relaxed SNS links, alpha=4.1, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,4.1,0.999999999999997,0.05,0.3,0.714793028322441,0.05,0.300217864923747,4.55051090096211e-08,7.00963802946314e-07,0.0559736610836088,89.3883986728626,0.175434499907788,0.141376243334658,0.291451044740417,0.139571883329087,0.0512920737471973,2.25604751692555,3.32523307184753,2.54526829698598,2.69187307588841,0.135943648194246,1205.46563361315,1150.83742548092,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_3_g0_1_p0_3,"contact-relaxed SNS links, alpha=3.3, tau=0.1, p=0.3",contact_relaxation,contact_relaxed,conductance,3.3,1,0.1,0.3,0.72980392156863,0.1,0.300217864923747,6.65464488155772e-08,5.1254301824084e-07,0.0450519711160754,98.3957885280902,0.187906755352601,0.169498501601365,0.312322779908655,0.136589957634295,0.0527329632786278,1.00191047071663,1.48341007701848,1.05374254799812,1.27636698866657,0.0866340817347511,699.298381138919,672.24284603933,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,anisotropic_gap_control,"anisotropic weak-link transparency",anisotropic,anisotropic,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,1.06183635987376e-08,4.10619405276245e-07,0.121510904054164,161.743041323028,0.189824270519735,0.209319524964638,0.260445567555466,0.188673253378581,0.0481805176887426,0.20151480336223,0.179674691016012,0.217182668495431,0.31725287871784,0.0512635575308332,300.884561584334,290.365800281881,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,crack_tunnel_a3_7_g0_05_p0_3,"tunnel/crack-like links, alpha=3.7, tau=0.05, p=0.3",tear_lane,crack_tunnel,conductance,3.7,0,0.05,0.3,0.714793028322442,0.05,0.300217864923747,6.81353594434236e-08,5.5470631444216e-07,0.0845508616703854,89.3883986728626,0.190337358526482,0.209789584090598,0.253924578248936,0.191496670461151,0.0581583585297371,0.233124724152103,0.214994069921067,0.241581447136071,0.260063750585353,0.202782330119632,240.011852643729,303.867439168844,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_3_g0_05_p0_2,"contact-relaxed SNS links, alpha=3.3, tau=0.05, p=0.2",contact_relaxation,contact_relaxed,conductance,3.3,1,0.05,0.2,0.810000000000002,0.05,0.2,2.60159936127089e-08,4.88570341864376e-07,0.0432790017369076,115.911190616266,0.191653952016834,0.196459962589863,0.290058416133068,0.164513022977891,0.0485662905390727,0.295931800272799,0.348584442041475,0.273779063923469,0.463386381287708,0.0727282208468148,375.844818157964,352.600147780734,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,crack_tunnel_a4_1_g0_05_p0_3,"tunnel/crack-like links, alpha=4.1, tau=0.05, p=0.3",tear_lane,crack_tunnel,conductance,4.1,0.999999999999997,0.05,0.3,0.714793028322442,0.05,0.300217864923747,7.55013442481181e-08,6.14674564652123e-07,0.0936914953644811,89.3883986728626,0.191929703103876,0.216635578918307,0.254808532279057,0.191227450644197,0.0580636918074793,0.233341492143681,0.217620221502631,0.241716037514596,0.259165512683354,0.20212728271104,239.825260522066,303.738867525193,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,crack_tunnel_a3_3_g0_05_p0_3,"tunnel/crack-like links, alpha=3.3, tau=0.05, p=0.3",tear_lane,crack_tunnel,conductance,3.3,1,0.05,0.3,0.714793028322442,0.05,0.300217864923747,6.07693746387292e-08,4.94738064232197e-07,0.0754102279762897,89.3883986728626,0.192065228792475,0.206963633653986,0.257930362975867,0.186030068210322,0.0694467898377197,0.23341701529135,0.214359678708222,0.241359652836106,0.261235470915413,0.203801666641074,240.176651581233,310.715193751454,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_1_p0_3,"contact-relaxed SNS links, alpha=3.7, tau=0.1, p=0.3",contact_relaxation,contact_relaxed,conductance,3.7,0,0.1,0.3,0.72980392156863,0.1,0.300217864923747,7.46126850356472e-08,5.74669444694275e-07,0.0505128160998421,98.3957885280902,0.192245754977567,0.180632551951412,0.319194376002003,0.135306074127181,0.0528734722739429,0.991235235437186,1.46193782460006,1.04114707874604,1.26921532488955,0.0857118086683689,701.41572899044,674.863302380117,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,crack_tunnel_a3_3_g0_1_p0_3,"tunnel/crack-like links, alpha=3.3, tau=0.1, p=0.3",tear_lane,crack_tunnel,conductance,3.3,1,0.1,0.3,0.72980392156863,0.1,0.300217864923747,1.10412796493958e-07,4.49448538253269e-07,0.0754102279762897,98.3957885280902,0.192445187995174,0.216832635017292,0.263305519300533,0.181078963876721,0.0582599413367453,0.206455650693283,0.203717013958327,0.241708841280128,0.226147198328148,0.122886769357677,245.926355124913,284.841135920046,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_05_p0_1,"combined weak-link classes, alpha=3.3, tau=0.05, p=0.1",combined,boundary_constriction,conductance,3.3,1,0.05,0.1,0.904793028322441,0.05,0.100217864923747,5.23425002275458e-08,4.15608308314789e-07,0.109227157283647,139.592771951948,0.193478132102996,0.222471690761643,0.265107756814309,0.184117153379934,0.0508339536033773,0.204770451867638,0.25353035927541,0.293855805796814,0.155811319714884,0.061310090274751,240.183731281503,227.233072063618,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_1_p0_2,"combined weak-link classes, alpha=3.3, tau=0.1, p=0.2",combined,boundary_constriction,conductance,3.3,1,0.1,0.2,0.820000000000001,0.1,0.2,1.15518246833421e-07,4.17542787868579e-07,0.108103222995281,124.348092334497,0.193512356477422,0.221964002188656,0.266612242425327,0.181791204762466,0.0517873500010479,0.199810311107519,0.245019200829943,0.288084526675982,0.159416549362005,0.050613746322179,239.927900056951,234.257948704703,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_05_p0_2,"combined weak-link classes, alpha=3.3, tau=0.05, p=0.2",combined,boundary_constriction,conductance,3.3,1,0.05,0.2,0.810000000000001,0.05,0.2,6.19632735510254e-08,4.47934740929142e-07,0.108103222995281,115.911190616266,0.193628860128501,0.217029028873072,0.263188876890849,0.183919463492431,0.0606354078449064,0.193257240236113,0.227769455897305,0.272823018871213,0.17194647945736,0.0461433629369383,239.790462257852,245.706793394644,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_1_p0_3,"combined weak-link classes, alpha=3.3, tau=0.1, p=0.3",combined,boundary_constriction,conductance,3.3,1,0.1,0.3,0.729803921568629,0.1,0.300217864923747,1.23663994547617e-07,4.74544033292544e-07,0.0914631391533031,98.3957885280902,0.194118907605251,0.222306209442077,0.267236715156012,0.180132004617331,0.0554590712894926,0.197257383046621,0.239468335641407,0.28335219106337,0.162815814142888,0.0474324775521913,239.977981977727,239.437394143026,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,crack_tunnel_a3_7_g0_1_p0_3,"tunnel/crack-like links, alpha=3.7, tau=0.1, p=0.3",tear_lane,crack_tunnel,conductance,3.7,0,0.1,0.3,0.72980392156863,0.1,0.300217864923747,1.23796165765953e-07,5.03927148950635e-07,0.0845508616703854,98.3957885280902,0.194171425981887,0.224817278929373,0.263767012914907,0.181291353324689,0.0578333867231131,0.207383565382019,0.208707851349382,0.242204963611194,0.225433610354629,0.122559276297839,245.646876660975,284.4446941075,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_7_g0_05_p0_2,"combined weak-link classes, alpha=3.7, tau=0.05, p=0.2",combined,boundary_constriction,conductance,3.7,0,0.05,0.2,0.810000000000001,0.05,0.2,6.94739733753921e-08,5.02229861041765e-07,0.121206643964406,115.911190616266,0.194336687918803,0.223291069342164,0.262771870457426,0.185317516610618,0.0568947011880834,0.195344545953859,0.23615100177635,0.274379044146118,0.171376631693252,0.0461876111206757,239.741500934727,243.853976636329,606,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv
