device,caseName,description,topology,linkClass,calibrationMode,alphaGap,alphaPriorPenalty,gammaW,pW,meanW,minW,activeWeakLinkFraction,medianWeakIc_A,medianAllIc_A,medianWeakDelta_meV,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9,seed,sourceVersion,sourceRole,sourceFile
AS006,contact_relaxed_a3_3_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.3, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.3,1,0.05,0.3,0.714793028322441,0.05,0.300217864923747,3.67831846916896e-08,5.60276563081112e-07,0.0438156555126881,90.166520394461,0.171061592307314,0.133442504064351,0.285094776629499,0.139417729853738,0.048677436053422,2.19777148763332,3.24581369163343,2.49605231632028,2.61624104519309,0.10465088648132,1177.33125252475,1124.23458227411,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,central_lane_gap_control,"central-lane topology with same gap-derived links",central_lane,boundary_constriction,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.472222222222222,1.07064339015609e-08,4.19177912119694e-07,0.121950506942512,160.835721140767,0.172033788201094,0.0695717021543324,0.139322833824442,0.398925075840032,0.0481259348583226,1120.48781033793,1394.92367110004,1401.43092025535,1373.94505694852,37.5799489570691,347907.208339638,347907.208339638,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.7, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.7,0,0.05,0.3,0.714793028322441,0.05,0.300217864923747,4.12417525331066e-08,6.28188873757611e-07,0.0491266440596806,90.166520394461,0.17702868498825,0.143613498683874,0.298466037709037,0.136022666949619,0.049186026579534,2.17784753452873,3.238760185977,2.45871326908771,2.59552974968714,0.103317078654244,1185.3646556984,1134.46737351959,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a4_1_g0_05_p0_3,"contact-relaxed SNS links, alpha=4.1, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,4.1,0.999999999999997,0.05,0.3,0.714793028322441,0.05,0.300217864923747,4.57003203745235e-08,6.96101184434109e-07,0.054437632606673,90.166520394461,0.182527204895208,0.153434624069863,0.309889073213605,0.133786411931316,0.0496625073682234,2.1606887994574,3.22991934442398,2.42752364732837,2.57855035344678,0.102170328229905,1192.6471875569,1143.71372959429,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_3_g0_05_p0_2,"contact-relaxed SNS links, alpha=3.3, tau=0.05, p=0.2",contact_relaxation,contact_relaxed,conductance,3.3,1,0.05,0.2,0.810000000000002,0.05,0.2,2.76632951599649e-08,5.11189768076156e-07,0.0409859890417269,112.765827044288,0.195902514818026,0.209254683912034,0.297266296731614,0.161671107368426,0.047952986687238,0.26719165905645,0.305241165803493,0.251881272042983,0.420609189651232,0.0641634163394989,362.521109545778,342.604083707751,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,anisotropic_gap_control,"anisotropic weak-link transparency",anisotropic,anisotropic,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,1.14070602791497e-08,4.22150143083555e-07,0.117840491238476,160.835721140767,0.197638503577622,0.235105132090083,0.271909884302945,0.184356264066452,0.0467997581848113,0.199808221152632,0.191579657879353,0.21889543848521,0.301664835882237,0.0473133856818909,298.519203332187,289.311260635089,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_1_p0_3,"combined weak-link classes, alpha=3.3, tau=0.1, p=0.3",combined,boundary_constriction,conductance,3.3,1,0.1,0.3,0.729803921568629,0.1,0.300217864923747,1.24620901805822e-07,4.90943457796681e-07,0.0906222115741721,99.2340236466985,0.19789828595913,0.234250185691111,0.276949677142576,0.175692476416037,0.0509637135849862,0.202032905296746,0.250728788835512,0.293012383500987,0.16037449224717,0.0461959512125269,240.236534701467,239.66700205071,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_1_p0_2,"combined weak-link classes, alpha=3.3, tau=0.1, p=0.2",combined,boundary_constriction,conductance,3.3,1,0.1,0.2,0.820000000000001,0.1,0.2,1.21569077294657e-07,4.37285112900826e-07,0.108064440960143,121.632519203133,0.198011463360623,0.236825015073771,0.275194739994669,0.178502547450037,0.0485133224261258,0.209005909240448,0.265895889050028,0.303481022317218,0.154012903810411,0.0555257383340676,240.011874248485,228.659069014319,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_3_g0_1_p0_3,"contact-relaxed SNS links, alpha=3.3, tau=0.1, p=0.3",contact_relaxation,contact_relaxed,conductance,3.3,1,0.1,0.3,0.72980392156863,0.1,0.300217864923747,6.68442465758427e-08,5.09081324077424e-07,0.0438156555126881,99.2340236466985,0.198115334768644,0.186691652591567,0.333987915845326,0.132730392732021,0.0534931776073076,0.955999360817665,1.4400484621361,0.996529137077197,1.21918864304639,0.0720365482591427,696.054783058899,676.487784366201,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_05_p0_2,"contact-relaxed SNS links, alpha=3.7, tau=0.05, p=0.2",contact_relaxation,contact_relaxed,conductance,3.7,0,0.05,0.2,0.810000000000002,0.05,0.2,3.10164218460213e-08,5.73152164206599e-07,0.0459539877134514,112.765827044288,0.198372805540506,0.220771575128144,0.297772251798619,0.161977868384923,0.0475186764456501,0.263925962113938,0.291645711219182,0.251208683637045,0.419535305431865,0.063949771195848,362.180692014945,341.564045896313,404,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_404/AS006_v7_4_6_gap_weaklink_scores.csv
