device,caseName,description,topology,linkClass,calibrationMode,alphaGap,alphaPriorPenalty,gammaW,pW,meanW,minW,activeWeakLinkFraction,medianWeakIc_A,medianAllIc_A,medianWeakDelta_meV,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9,seed,sourceVersion,sourceRole,sourceFile
AS006,central_lane_gap_control,"central-lane topology with same gap-derived links",central_lane,boundary_constriction,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.472222222222222,1.11279483015989e-08,4.13569760372516e-07,0.126316796117359,159.623688480662,0.171494286095372,0.0694488921511822,0.138910898472057,0.397442024913004,0.0481259348583226,1089.76885734329,1357.21519367521,1363.55226274978,1335.07847493332,36.5645395624779,338517.460886513,338517.460886513,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_3_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.3, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.3,1,0.05,0.3,0.714793028322441,0.05,0.300217864923747,3.79387558751179e-08,5.64943833489612e-07,0.0451679076167193,87.5047299431784,0.173644927846615,0.13822971202411,0.291132009718233,0.13838304279632,0.0475351067066588,2.19477503094131,3.25076601210196,2.4802980685081,2.60948304092746,0.120733721556085,1190.97316244105,1123.68016731028,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a3_7_g0_05_p0_3,"contact-relaxed SNS links, alpha=3.7, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,3.7,0,0.05,0.3,0.714793028322441,0.05,0.300217864923747,4.25373929508898e-08,6.33421873912596e-07,0.050642805509655,87.5047299431784,0.179329074197032,0.148423854269608,0.303423104562305,0.135509164179276,0.0478446285074254,2.17532133520054,3.24145654142318,2.44471778971268,2.58962708826404,0.119860142252269,1198.40032859896,1132.74781590783,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,contact_relaxed_a4_1_g0_05_p0_3,"contact-relaxed SNS links, alpha=4.1, tau=0.05, p=0.3",contact_relaxation,contact_relaxed,conductance,4.1,0.999999999999997,0.05,0.3,0.714793028322441,0.05,0.300217864923747,4.71360300266616e-08,7.01899914335579e-07,0.0561177034025907,87.5047299431784,0.184236654824254,0.15768575892501,0.313194256093868,0.133794144568645,0.0481648863211866,2.15850402879757,3.23032165777884,2.41514594607342,2.57327200839995,0.119103070080593,1203.77246387202,1139.66960778353,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,anisotropic_gap_control,"anisotropic weak-link transparency",anisotropic,anisotropic,conductance,3.7,0,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,1.13745173958151e-08,4.1591299389748e-07,0.126616788282396,159.623688480662,0.194439568055284,0.221793189171486,0.268920658101371,0.186156519957507,0.0470978494806494,0.203509490139114,0.186796628296225,0.216723496086565,0.323752559587385,0.0467940047636238,304.369525717504,296.696276022613,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,crack_tunnel_a3_3_g0_05_p0_3,"tunnel/crack-like links, alpha=3.3, tau=0.05, p=0.3",tear_lane,crack_tunnel,conductance,3.3,1,0.05,0.3,0.714793028322442,0.05,0.300217864923747,6.03264251292352e-08,5.16889568705007e-07,0.0775143524934972,87.5047299431784,0.195858882656901,0.232675991858192,0.277597470204034,0.168955349460189,0.0496286617440177,0.23456522611691,0.223688792782322,0.248687833868484,0.244294426187401,0.208565595798129,246.108137118512,307.912560331457,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,crack_tunnel_a3_3_g0_1_p0_3,"tunnel/crack-like links, alpha=3.3, tau=0.1, p=0.3",tear_lane,crack_tunnel,conductance,3.3,1,0.1,0.3,0.72980392156863,0.1,0.300217864923747,1.09324424294583e-07,4.68357393973649e-07,0.0775143524934972,96.5721534493857,0.19665979899171,0.234768685843754,0.275361543914922,0.174296285791159,0.0487772500247346,0.211408542950838,0.220081391606969,0.254183626974377,0.211629039141564,0.127603677015105,245.628742988072,280.069218830276,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_1_p0_2,"combined weak-link classes, alpha=3.3, tau=0.1, p=0.2",combined,boundary_constriction,conductance,3.3,1,0.1,0.2,0.820000000000001,0.1,0.2,1.22704076887702e-07,4.27830336079597e-07,0.110941931720708,121.185971575911,0.197085027635772,0.233442649960889,0.27503042855849,0.178297560237686,0.0478072879435082,0.205902003247189,0.259038033724769,0.299662805185612,0.156221844286724,0.0507847680779481,240.64956033598,231.385731660269,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,combined_a3_3_g0_05_p0_2,"combined weak-link classes, alpha=3.3, tau=0.05, p=0.2",combined,boundary_constriction,conductance,3.3,1,0.05,0.2,0.810000000000001,0.05,0.2,6.60317627569777e-08,4.60463775431041e-07,0.110941931720708,112.597423975253,0.197544024873441,0.236253206399691,0.278628207408097,0.17199293050461,0.0488763918725811,0.198407025125783,0.240539439970619,0.282619330250316,0.16807474745105,0.0468184234064315,246.128603918388,245.821132597502,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
AS006,crack_tunnel_a3_3_g0_05_p0_2,"tunnel/crack-like links, alpha=3.3, tau=0.05, p=0.2",tear_lane,crack_tunnel,conductance,3.3,1,0.05,0.2,0.809586056644881,0.05,0.200435729847495,5.19742324377277e-08,4.54667155256216e-07,0.0852675058553511,112.597423975253,0.197569918180464,0.238589341581086,0.271711753011151,0.181768336800654,0.0465542605509053,0.224609072718312,0.281681803731721,0.312710771821409,0.153951866656736,0.101679875851454,247.863899877758,211.25790031225,303,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_303/AS006_v7_4_6_gap_weaklink_scores.csv
